refset;algorithm;variation;binary;expression;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
farashi p-value cutoff;LR;combo;normal;no expression;100;24,0;25,0;62,98507462686567;0,4826388888888889;9,0;21,0;23,0;25,0;2,44;2,0;83,13432835820895;0,8319444444444445;15,0;24,0;25,0;25,0;1,56;1,0
farashi p-value cutoff;LR;combo;normal;no expression;500;60,0;62,0;71,17374834023276;0,565173713163698;11,0;21,0;39,0;49,0;6,596774193548387;4,0;75,46668749511834;0,6543596845194162;20,0;39,0;46,0;49,0;6,532258064516129;3,0
farashi p-value cutoff;LR;combo;normal;no expression;1000;79,0;83,0;70,89741275396413;0,5633344050260336;10,0;20,0;34,0;53,0;12,566265060240964;7,0;78,57354987858636;0,7009676839980167;21,0;41,0;48,0;58,0;9,048192771084338;4,0
farashi p-value cutoff;LR;combo;normal;no expression;2000;88,0;92,0;64,65226330550993;0,517793504926678;6,0;12,0;16,0;37,0;22,967391304347824;16,5;81,43192763679842;0,7643710212318106;19,0;41,0;49,0;58,0;10,967391304347826;5,0
farashi p-value cutoff;SVM;combo;binary;diff expression;100;24,0;73,0;63,24899822942876;0,6463972431077695;12,0;30,0;37,0;39,0;27,21917808219178;5,0;62,447581772435;0,5838189223057644;8,0;17,0;26,0;39,0;21,10958904109589;8,0
farashi p-value cutoff;SVM;combo;binary;diff expression;500;60,0;205,0;89,25183331982822;0,6868349760249307;21,0;60,0;77,0;102,0;19,102439024390243;11,0;56,776851551738105;0,4528622786055641;7,0;19,0;33,0;66,0;156,10243902439024;118,0
farashi p-value cutoff;SVM;combo;binary;diff expression;1000;79,0;258,0;89,93560729911897;0,7076394711167403;25,0;70,0;95,0;135,0;35,84108527131783;10,0;61,00343007318724;0,5109264453004209;6,0;17,0;33,0;61,0;279,99612403100775;145,5
farashi p-value cutoff;SVM;combo;binary;diff expression;2000;88,0;274,0;87,62459872938184;0,7140274045582241;27,0;75,0;102,0;127,0;56,64233576642336;15,0;60,94956944815198;0,4406818200468164;0,0;4,0;11,0;32,0;351,63868613138686;167,0
farashi p-value cutoff;SVM;combo;binary;no expression;100;24,0;25,0;68,8955223880597;0,6256944444444444;11,0;22,0;25,0;25,0;2,08;2,0;62,44776119402985;0,49722222222222223;6,0;22,0;24,0;25,0;2,32;2,0
farashi p-value cutoff;SVM;combo;binary;no expression;500;60,0;62,0;84,47043661641803;0,7178377772259966;23,0;42,0;52,0;59,0;3,8870967741935485;2,0;70,5986878075451;0,5352587674175224;5,0;25,0;42,0;50,0;7,209677419354839;4,0
farashi p-value cutoff;SVM;combo;binary;no expression;1000;79,0;83,0;84,06249454075365;0,7144230952303832;26,0;43,0;55,0;69,0;6,734939759036145;3,0;67,5109330507142;0,5064653747429098;9,0;19,0;29,0;50,0;14,855421686746988;9,0
farashi p-value cutoff;SVM;combo;binary;no expression;2000;88,0;92,0;85,3868458985619;0,7773645892877799;31,0;47,0;55,0;70,0;9,315217391304348;3,0;63,91840702624787;0,48462241946123624;3,0;11,0;19,0;37,0;24,02173913043478;15,5
farashi p-value cutoff;SVM;combo;normal;diff expression;100;24,0;73,0;64,46044171093095;0,6326649958228905;10,0;18,0;24,0;39,0;19,602739726027398;8,0;67,06271549715777;0,5180816624895571;6,0;16,0;25,0;39,0;15,753424657534246;8,0
farashi p-value cutoff;SVM;combo;normal;diff expression;500;60,0;205,0;85,40955959808767;0,6871101028200794;16,0;55,0;77,0;103,0;35,64878048780488;10,0;59,8718195446074;0,45616370381194643;6,0;28,0;48,0;65,0;145,14146341463416;107,0
farashi p-value cutoff;SVM;combo;normal;diff expression;1000;79,0;258,0;83,71810268421734;0,6675815658676316;16,0;50,0;73,0;126,0;85,0813953488372;11,5;61,96373403634754;0,4596940526028555;3,0;11,0;27,0;54,0;265,3914728682171;124,5
farashi p-value cutoff;SVM;combo;normal;diff expression;2000;88,0;274,0;83,48865772587615;0,6886875289680799;18,0;51,0;67,0;107,0;98,49270072992701;22,5;60,85770952939457;0,44168956793853204;1,0;4,0;11,0;30,0;365,3649635036496;128,5
farashi p-value cutoff;SVM;combo;normal;no expression;100;24,0;25,0;79,5820895522388;0,7743055555555555;16,0;22,0;24,0;25,0;1,8;1,0;78,23880597014924;0,7638888888888888;15,0;22,0;24,0;25,0;1,84;1,0
farashi p-value cutoff;SVM;combo;normal;no expression;500;60,0;62,0;80,03495274545028;0,6829716168438656;17,0;35,0;46,0;55,0;4,645161290322581;3,0;68,57962977427165;0,5546143359538137;9,0;31,0;38,0;46,0;8,048387096774194;3,5
farashi p-value cutoff;SVM;combo;normal;no expression;1000;79,0;83,0;77,34864057486593;0,6432733473133981;15,0;27,0;40,0;61,0;9,108433734939759;6,0;68,84706540031561;0,49521286733875874;5,0;19,0;33,0;55,0;14,024096385542169;7,0
farashi p-value cutoff;SVM;combo;normal;no expression;2000;88,0;92,0;78,08543684980948;0,6766489613205796;16,0;28,0;35,0;51,0;13,706521739130435;8,0;60,72025186327422;0,41221488391254524;1,0;6,0;13,0;35,0;27,815217391304348;14,0
farashi p-value cutoff;DT;combo;binary;diff expression;100;24,0;73,0;69,09654272667971;0,5623433583959899;12,0;32,0;41,0;49,0;22,28767123287671;4,0;78,2708974000559;0,8007205513784461;15,0;34,0;42,0;49,0;11,712328767123287;4,0
farashi p-value cutoff;DT;combo;binary;diff expression;500;60,0;205,0;89,98819990276314;0,7595072288943691;25,0;62,0;86,0;109,0;17,8;9,0;70,18728222996515;0,6175160334536074;15,0;41,0;60,0;77,0;96,53170731707317;54,0
farashi p-value cutoff;DT;combo;binary;diff expression;1000;79,0;258,0;91,07735418247523;0,7254621954340028;26,0;74,0;104,0;125,0;24,04263565891473;11,5;77,32014907520319;0,6502846480107991;11,0;31,0;44,0;70,0;112,63178294573643;74,0
farashi p-value cutoff;DT;combo;binary;diff expression;2000;88,0;274,0;90,21854930178009;0,7700325958832263;30,0;80,0;113,0;138,0;32,23357664233577;10,0;79,0605888939486;0,7199933735253788;5,0;19,0;34,0;65,0;108,72262773722628;61,0
farashi p-value cutoff;DT;combo;binary;no expression;100;24,0;25,0;66,74626865671642;0,579861111111111;12,0;20,0;23,0;25,0;2,32;2,0;78,80597014925372;0,7715277777777779;13,0;24,0;25,0;25,0;1,72;1,0
farashi p-value cutoff;DT;combo;binary;no expression;500;60,0;62,0;86,74529407170195;0,7622411095407577;23,0;39,0;53,0;60,0;3,1129032258064515;2,0;77,0288213699914;0,6899706416641009;20,0;39,0;45,0;51,0;5,854838709677419;3,0
farashi p-value cutoff;DT;combo;binary;no expression;1000;79,0;83,0;86,1981517175517;0,7505060352160813;27,0;47,0;61,0;71,0;5,783132530120482;2,0;77,03185870596936;0,6910815302451966;10,0;31,0;42,0;61,0;9,457831325301205;5,0
farashi p-value cutoff;DT;combo;binary;no expression;2000;88,0;92,0;85,70726202049323;0,7615986510881393;30,0;47,0;52,0;72,0;9,01086956521739;2,5;79,14375984713888;0,7332430906030674;9,0;28,0;37,0;56,0;12,141304347826088;8,0
farashi p-value cutoff;DT;combo;normal;diff expression;100;24,0;73,0;69,70226446743081;0,6630378028404343;14,0;34,0;42,0;49,0;22,205479452054796;4,0;63,06262230919766;0,7595655806182121;14,0;30,0;38,0;39,0;27,054794520547944;4,0
farashi p-value cutoff;DT;combo;normal;diff expression;500;60,0;205,0;89,84234462361233;0,7371617819436588;25,0;62,0;84,0;107,0;17,965853658536584;9,0;69,16533303622073;0,658304685337152;17,0;41,0;57,0;73,0;99,79512195121951;76,0
farashi p-value cutoff;DT;combo;normal;diff expression;1000;79,0;258,0;91,19333507441763;0,7374345242734937;24,0;71,0;106,0;127,0;23,771317829457363;11,0;76,42595833324765;0,6747555326457565;14,0;34,0;47,0;85,0;118,96124031007751;67,5
farashi p-value cutoff;DT;combo;normal;diff expression;2000;88,0;274,0;90,27565222958096;0,7700716378220299;30,0;84,0;114,0;138,0;32,07299270072993;9,5;78,16146690808331;0,7433533825852877;9,0;27,0;45,0;90,0;122,77372262773723;65,5
farashi p-value cutoff;DT;combo;normal;no expression;100;24,0;25,0;70,98507462686567;0,6666666666666666;13,0;20,0;23,0;25,0;2,2;1,0;75,25373134328358;0,7138888888888889;14,0;22,0;24,0;25,0;1,96;1,0
farashi p-value cutoff;DT;combo;normal;no expression;500;60,0;62,0;82,55682261969851;0,6737840592709418;21,0;34,0;48,0;58,0;4,064516129032258;2,0;71,88061391861282;0,603997573965913;16,0;32,0;41,0;48,0;7,258064516129032;3,0
farashi p-value cutoff;DT;combo;normal;no expression;1000;79,0;83,0;85,68105190214702;0,7308785908064329;27,0;47,0;58,0;71,0;5,951807228915663;3,0;74,78468732348438;0,653616435518204;15,0;29,0;41,0;55,0;10,506024096385541;6,0
farashi p-value cutoff;DT;combo;normal;no expression;2000;88,0;92,0;86,27811672421306;0,7727628356329351;28,0;49,0;55,0;72,0;8,673913043478262;3,0;78,03641066899087;0,7222996608641276;7,0;28,0;38,0;53,0;12,858695652173912;7,0
farashi p-value cutoff;KNN;combo;binary;diff expression;100;24,0;73,0;75,53350107166155;0,631970551378446;12,0;31,0;41,0;49,0;13,863013698630137;4,0;79,023390177989;0,8395833333333332;15,0;35,0;43,0;49,0;11,301369863013699;4,0
farashi p-value cutoff;KNN;combo;binary;diff expression;500;60,0;205,0;89,86402033870836;0,7233958397094014;23,0;63,0;85,0;105,0;17,95609756097561;9,0;73,38921076087837;0,6181977391326897;14,0;42,0;55,0;84,0;80,29756097560976;32,0
farashi p-value cutoff;KNN;combo;binary;diff expression;1000;79,0;258,0;91,03127371284859;0,719537147474212;25,0;72,0;103,0;124,0;24,112403100775193;12,0;78,41842026073765;0,6923082469104718;11,0;34,0;57,0;101,0;109,80232558139535;46,0
farashi p-value cutoff;KNN;combo;binary;diff expression;2000;88,0;274,0;90,24899815716482;0,7668970280435982;28,0;84,0;116,0;139,0;32,175182481751825;9,5;78,75372482609426;0,734011868773339;10,0;41,0;54,0;76,0;115,02189781021897;67,5
farashi p-value cutoff;KNN;combo;binary;no expression;100;24,0;25,0;75,52238805970148;0,736111111111111;15,0;21,0;24,0;25,0;1,96;1,0;79,5223880597015;0,7715277777777777;14,0;24,0;25,0;25,0;1,68;1,0
farashi p-value cutoff;KNN;combo;binary;no expression;500;60,0;62,0;82,29711786300086;0,7212505229787121;20,0;36,0;47,0;58,0;4,129032258064516;2,0;74,03831133328126;0,649526031087215;16,0;33,0;42,0;52,0;6,532258064516129;3,0
farashi p-value cutoff;KNN;combo;binary;no expression;1000;79,0;83,0;85,44055390241489;0,7515408153673274;29,0;44,0;57,0;70,0;5,951807228915663;3,0;77,18675572274599;0,6853442195865729;15,0;33,0;42,0;60,0;9,650602409638553;5,0
farashi p-value cutoff;KNN;combo;binary;no expression;2000;88,0;92,0;83,40051735889958;0,7504851795626039;19,0;41,0;47,0;64,0;10,119565217391305;5,0;79,45900796710357;0,7282530105283302;14,0;32,0;43,0;60,0;12,326086956521738;7,0
farashi p-value cutoff;KNN;combo;normal;diff expression;100;24,0;73,0;72,30220855465474;0,6284983291562238;13,0;30,0;37,0;39,0;15,41095890410959;5,0;66,94856024601621;0,8369883040935672;16,0;34,0;39,0;39,0;24,465753424657535;4,0
farashi p-value cutoff;KNN;combo;normal;diff expression;500;60,0;205,0;89,92636334170649;0,7282103761425858;25,0;65,0;86,0;105,0;17,897560975609757;10,0;67,81485495502795;0,6181364052081708;19,0;43,0;61,0;71,0;105,1219512195122;80,0
farashi p-value cutoff;KNN;combo;normal;diff expression;1000;79,0;258,0;91,01955223972674;0,7271316617624178;27,0;71,0;105,0;123,0;24,162790697674417;12,5;73,82855529073709;0,6746690753365648;16,0;46,0;62,0;88,0;145,2015503875969;106,5
farashi p-value cutoff;KNN;combo;normal;diff expression;2000;88,0;274,0;90,21854930178007;0,7657739182078065;29,0;81,0;113,0;137,0;32,23357664233577;10,5;74,32754835278236;0,7171170208136083;7,0;28,0;39,0;61,0;153,25547445255475;84,0
farashi p-value cutoff;KNN;combo;normal;no expression;100;24,0;25,0;72,56716417910447;0,6409722222222222;12,0;22,0;24,0;25,0;2,04;2,0;64,44776119402985;0,5263888888888889;9,0;22,0;25,0;25,0;2,2;2,0
farashi p-value cutoff;KNN;combo;normal;no expression;500;60,0;62,0;80,85409669608686;0,6877802592469535;18,0;29,0;43,0;61,0;4,064516129032258;4,0;70,22475201124738;0,5706155876061229;11,0;31,0;41,0;47,0;7,67741935483871;3,5
farashi p-value cutoff;KNN;combo;normal;no expression;1000;79,0;83,0;82,95579611825747;0,7086049186955381;18,0;34,0;52,0;68,0;6,602409638554217;4,0;74,77595252930523;0,6337515154258242;11,0;25,0;40,0;56,0;10,409638554216867;6,0
farashi p-value cutoff;KNN;combo;normal;no expression;2000;88,0;92,0;83,64020090956834;0,7424155627397425;18,0;37,0;48,0;67,0;10,021739130434783;5,0;76,56241270266948;0,7086770126171239;5,0;20,0;30,0;51,0;13,565217391304348;8,0
farashi p-value cutoff;RF;combo;binary;diff expression;100;24,0;73,0;66,79247041282265;0,7195749791144528;14,0;31,0;37,0;39,0;21,986301369863014;5,0;66,07725281893579;0,7102078111946533;14,0;31,0;37,0;39,0;22,136986301369863;5,0
farashi p-value cutoff;RF;combo;binary;diff expression;500;60,0;205,0;89,60436755530345;0,7278043701295481;23,0;64,0;85,0;106,0;19,009756097560974;9,0;59,74009399562434;0,5230433965542652;7,0;23,0;41,0;72,0;143,75121951219512;69,0
farashi p-value cutoff;RF;combo;binary;diff expression;1000;79,0;258,0;90,02679144894546;0,7336314660034831;28,0;73,0;99,0;139,0;32,41085271317829;9,0;60,528950324945285;0,5470773800393566;8,0;26,0;41,0;61,0;290,4108527131783;97,5
farashi p-value cutoff;RF;combo;binary;diff expression;2000;88,0;274,0;87,6031285116841;0,7315230347779322;30,0;81,0;106,0;128,0;58,31021897810219;14,0;57,956492259649316;0,48565013778747085;6,0;15,0;23,0;45,0;421,02919708029196;98,5
farashi p-value cutoff;RF;combo;binary;no expression;100;24,0;25,0;76,11940298507463;0,7354166666666666;15,0;20,0;25,0;25,0;1,88;1,0;74,77611940298507;0,6833333333333332;14,0;20,0;25,0;25,0;1,92;1,0
farashi p-value cutoff;RF;combo;binary;no expression;500;60,0;62,0;82,4669999218933;0,7078968937511562;22,0;39,0;47,0;55,0;4,193548387096774;2,0;70,28137936421152;0,557384338601738;6,0;29,0;39,0;49,0;7,274193548387097;4,0
farashi p-value cutoff;RF;combo;binary;no expression;1000;79,0;83,0;82,15073925474736;0,6968926472596236;25,0;44,0;53,0;67,0;7,710843373493976;3,0;68,0358941808801;0,45861321857761866;5,0;19,0;29,0;52,0;14,698795180722891;9,0
farashi p-value cutoff;RF;combo;binary;no expression;2000;88,0;92,0;81,39645000167611;0,7154129377071133;31,0;46,0;50,0;62,0;12,358695652173912;3,5;64,888454962958;0,47992643859464396;3,0;13,0;24,0;33,0;24,01086956521739;15,0
farashi p-value cutoff;RF;combo;normal;diff expression;100;24,0;73,0;64,53965147702917;0,7728644527986633;15,0;32,0;38,0;39,0;30,315068493150687;4,0;65,83729382163824;0,6977600250626566;14,0;30,0;38,0;39,0;23,47945205479452;4,0
farashi p-value cutoff;RF;combo;normal;diff expression;500;60,0;205,0;89,21222956000324;0,737373720452651;23,0;67,0;88,0;108,0;21,278048780487804;9,0;57,181751883964026;0,5023097567611395;5,0;26,0;43,0;54,0;152,02439024390245;105,0
farashi p-value cutoff;RF;combo;normal;diff expression;1000;79,0;258,0;90,03691921300246;0,7285572477959541;25,0;72,0;100,0;139,0;34,348837209302324;8,0;62,47654848542802;0,5491863936860504;6,0;21,0;40,0;63,0;271,4651162790698;51,0
farashi p-value cutoff;RF;combo;normal;diff expression;2000;88,0;274,0;87,21048423041198;0,7311202958507811;25,0;69,0;88,0;116,0;64,00729927007299;16,0;60,69513780598332;0,529254282437498;5,0;17,0;22,0;43,0;381,4744525547445;65,0
farashi p-value cutoff;RF;combo;normal;no expression;100;24,0;25,0;73,13432835820895;0,6909722222222222;13,0;21,0;24,0;25,0;2,04;1,0;70,955223880597;0,6201388888888889;11,0;21,0;24,0;25,0;2,08;2,0
farashi p-value cutoff;RF;combo;normal;no expression;500;60,0;62,0;82,49433726470359;0,6976304507097927;24,0;40,0;49,0;55,0;4,290322580645161;2,0;70,45321409044756;0,5399667511943601;7,0;27,0;37,0;50,0;7,080645161290323;4,5
farashi p-value cutoff;RF;combo;normal;no expression;1000;79,0;83,0;81,32850396268496;0,6854472500741166;20,0;34,0;48,0;67,0;7,578313253012048;5,0;70,95680935438224;0,5298580772796475;6,0;18,0;29,0;57,0;12,421686746987952;8,0
farashi p-value cutoff;RF;combo;normal;no expression;2000;88,0;92,0;80,41732314259215;0,6931687083791845;25,0;39,0;45,0;59,0;12,456521739130435;6,5;65,6914507279899;0,4787775863473081;5,0;8,0;15,0;34,0;23,554347826086957;14,5
DeRycke;LR;combo;binary;diff expression;100;29,0;97,0;63,17154383044119;0,7180829228243022;20,0;49,0;57,0;63,0;10,144329896907216;3,0;66,96548632900044;0,7444786535303778;20,0;48,0;56,0;72,0;7,979381443298969;4,0
DeRycke;LR;combo;binary;diff expression;500;76,0;312,0;81,76859004022354;0,8168181613330225;51,0;141,0;179,0;211,0;13,51923076923077;4,0;65,53508287948361;0,5791136983462374;21,0;64,0;99,0;154,0;26,891025641025642;11,0
DeRycke;LR;combo;binary;diff expression;1000;95,0;427,0;84,02498861403623;0,7884271266843019;56,0;155,0;210,0;255,0;14,454332552693208;6,0;66,45854547654773;0,6215310514823744;20,0;62,0;90,0;158,0;55,07494145199063;21,0
DeRycke;LR;combo;binary;diff expression;2000;106,0;463,0;83,43375835120163;0,7927574246409872;61,0;165,0;215,0;253,0;29,94168466522678;6,0;71,72209094201294;0,7226661514830173;12,0;49,0;82,0;149,0;60,73002159827214;22,0
DeRycke;LR;combo;binary;no expression;100;29,0;36,0;67,989417989418;0,6786833855799373;17,0;31,0;34,0;36,0;2,138888888888889;2,0;65,85097001763668;0,5890282131661441;13,0;33,0;35,0;36,0;2,138888888888889;2,0
DeRycke;LR;combo;binary;no expression;500;76,0;116,0;76,67146156651403;0,676903922495901;38,0;63,0;83,0;100,0;5,077586206896552;3,0;70,84869727298513;0,5969841402693272;23,0;62,0;80,0;94,0;6,353448275862069;3,0
DeRycke;LR;combo;binary;no expression;1000;95,0;157,0;66,48814486277385;0,5792841682991365;22,0;45,0;62,0;104,0;11,64968152866242;7,0;72,50741988194885;0,6463537562035149;29,0;66,0;83,0;110,0;9,885350318471337;5,0
DeRycke;LR;combo;binary;no expression;2000;106,0;175,0;59,47382500464424;0,5330543039386172;10,0;25,0;36,0;64,0;22,33142857142857;16,0;76,75370611183355;0,7424952823130134;27,0;61,0;82,0;108,0;12,24;7,0
DeRycke;LR;combo;normal;diff expression;100;29,0;97,0;63,47890119741307;0,6517857142857144;18,0;47,0;59,0;67,0;10,268041237113403;4,0;66,82781584171096;0,7516625615763547;19,0;48,0;60,0;71,0;8,350515463917526;4,0
DeRycke;LR;combo;normal;diff expression;500;76,0;312,0;73,48093831203502;0,6784691296450622;41,0;108,0;129,0;182,0;23,903846153846153;8,0;67,2913032902621;0,611326940909768;24,0;67,0;103,0;158,0;25,44871794871795;10,0
DeRycke;LR;combo;normal;diff expression;1000;95,0;427,0;73,80271490156477;0,6560341454776344;38,0;104,0;145,0;203,0;45,40983606557377;11,0;66,75221187883177;0,6340835767857375;25,0;67,0;99,0;161,0;54,985948477751755;21,0
DeRycke;LR;combo;normal;diff expression;2000;106,0;463,0;70,98583259298243;0,6178341030641619;27,0;81,0;103,0;151,0;70,9438444924406;18,0;72,24271394838473;0,740043864111461;26,0;69,0;97,0;154,0;60,09719222462203;22,0
DeRycke;LR;combo;normal;no expression;100;29,0;36,0;59,23721340388008;0,47648902821316613;11,0;28,0;34,0;36,0;2,361111111111111;2,0;77,09435626102292;0,7921630094043887;20,0;33,0;36,0;36,0;1,8055555555555556;1,0
DeRycke;LR;combo;normal;no expression;500;76,0;116,0;63,86857247052149;0,5527247167312447;22,0;41,0;63,0;85,0;7,474137931034483;5,0;72,3702338020179;0,6326236665360897;32,0;64,0;80,0;95,0;6,163793103448276;3,0
DeRycke;LR;combo;normal;no expression;1000;95,0;157,0;62,10591256211024;0,5605683533661215;15,0;34,0;50,0;95,0;13,21656050955414;8,0;72,20895721479307;0,6440421407636265;31,0;64,0;82,0;109,0;9,9171974522293;5,0
DeRycke;LR;combo;normal;no expression;2000;106,0;175,0;58,58688463681961;0,5273394998747564;8,0;23,0;35,0;62,0;22,84;16,0;76,93746981237229;0,7444086135009257;31,0;64,0;82,0;109,0;12,17142857142857;7,0
DeRycke;SVM;combo;binary;diff expression;100;29,0;97,0;64,56745853877185;0,7234811165845647;19,0;50,0;58,0;63,0;8,845360824742269;3,0;50,40020490491132;0,4514367816091954;10,0;30,0;43,0;59,0;10,597938144329897;7,0
DeRycke;SVM;combo;binary;diff expression;500;76,0;312,0;81,01209969268737;0,7363514594600895;43,0;117,0;166,0;207,0;12,115384615384615;5,0;52,82654931833552;0,4815790624068135;8,0;29,0;63,0;121,0;52,6025641025641;16,0
DeRycke;SVM;combo;binary;diff expression;1000;95,0;427,0;83,55597133410662;0,7635683737042388;54,0;151,0;197,0;256,0;18,35128805620609;7,0;52,617059668078646;0,45025356152283424;9,0;32,0;53,0;89,0;106,07728337236534;24,0
DeRycke;SVM;combo;binary;diff expression;2000;106,0;463,0;83,63152540076649;0,7839383080715865;53,0;146,0;195,0;247,0;27,155507559395247;9,0;50,94266644434428;0,42841375590716035;2,0;7,0;12,0;44,0;169,03239740820734;45,0
DeRycke;SVM;combo;binary;no expression;100;29,0;36,0;71,82539682539682;0,6683385579937304;18,0;32,0;35,0;36,0;2,0277777777777777;1,5;56,393298059964735;0,44681295715778474;11,0;29,0;35,0;36,0;2,4722222222222223;2,0
DeRycke;SVM;combo;binary;no expression;500;76,0;116,0;82,92526034280158;0,7345631515764425;42,0;81,0;94,0;106,0;4,129310344827586;2,0;67,17604035819927;0,5965609743414952;18,0;51,0;78,0;89,0;7,448275862068965;4,0
DeRycke;SVM;combo;binary;no expression;1000;95,0;157,0;82,97095408010138;0,7719301656342765;51,0;96,0;107,0;131,0;6,280254777070064;3,0;62,13809317370861;0,5093537108102756;20,0;31,0;52,0;95,0;14,630573248407643;8,0
