refset;algorithm;variation;binary;expression;bp distance;Recall snps;Recall genes;ROC-AUC overall (lso);ROC-AUC - mean per snpl (lso);Hits@1(lso);Hits@3(lso);Hits@5(lso);Hits@10(lso);Mean rank (lso);Median rank (lso);ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
DeRycke;SVM;combo;binary;no expression;2000;106,0;175,0;84,20739364666544;0,8130087992866301;56,0;102,0;112,0;134,0;9,09142857142857;2,0;57,18870518298347;0,457575801616314;0,0;20,0;32,0;57,0;25,845714285714287;17,0
DeRycke;SVM;combo;normal;diff expression;100;29,0;97,0;71,70391240315041;0,7785098522167487;21,0;51,0;64,0;78,0;7,319587628865979;3,0;55,349939168854455;0,4835591133004926;11,0;30,0;44,0;68,0;8,824742268041238;6,0
DeRycke;SVM;combo;normal;diff expression;500;76,0;312,0;75,66512713724653;0,6851030991019013;39,0;112,0;151,0;194,0;21,75;6,0;54,646694312936795;0,5086491727214782;11,0;51,0;89,0;129,0;51,006410256410255;20,0
DeRycke;SVM;combo;normal;diff expression;1000;95,0;427,0;77,60738570298183;0,6815042742965189;37,0;104,0;145,0;217,0;32,175644028103044;10,0;52,889126744655634;0,5208525005444514;7,0;22,0;47,0;105,0;115,11943793911007;23,0
DeRycke;SVM;combo;normal;diff expression;2000;106,0;463,0;77,92994413281677;0,7128545587034013;40,0;111,0;138,0;187,0;45,60259179265659;15,0;50,683630472409014;0,49079274700111725;3,0;9,0;13,0;74,0;169,17494600431965;58,0
DeRycke;SVM;combo;normal;no expression;100;29,0;36,0;67,21781305114638;0,6373040752351098;17,0;31,0;35,0;36,0;2,1666666666666665;2,0;54,87213403880071;0,4246603970741901;10,0;30,0;35,0;36,0;2,4722222222222223;2,0
DeRycke;SVM;combo;normal;no expression;500;76,0;116,0;74,75738482110297;0,6664361361579143;35,0;65,0;81,0;98,0;5,663793103448276;3,0;63,885287086186636;0,527298166199584;15,0;54,0;59,0;83,0;7,879310344827586;5,0
DeRycke;SVM;combo;normal;no expression;1000;95,0;157,0;73,29309367392536;0,6439686778031452;32,0;69,0;90,0;113,0;10,261146496815286;4,0;65,47520592256645;0,5827367067593932;15,0;45,0;67,0;101,0;12,904458598726114;8,0
DeRycke;SVM;combo;normal;no expression;2000;106,0;175,0;72,57410365966933;0,6955585748186313;34,0;68,0;84,0;101,0;16,074285714285715;6,0;62,867620286085824;0,5342528299361392;7,0;28,0;45,0;82,0;22,34285714285714;12,0
DeRycke;DT;combo;binary;diff expression;100;29,0;97,0;62,14381763462893;0,6840106732348112;18,0;44,0;54,0;65,0;9,092783505154639;4,0;66,1074470128706;0,5942528735632184;15,0;39,0;51,0;81,0;6,072164948453608;5,0
DeRycke;DT;combo;binary;diff expression;500;76,0;312,0;84,5171246692533;0,8383645783728403;54,0;144,0;186,0;223,0;10,634615384615385;4,0;61,300487072699006;0,5794958015715144;20,0;62,0;96,0;147,0;32,43269230769231;12,0
DeRycke;DT;combo;binary;diff expression;1000;95,0;427,0;86,03865083247693;0,8393503445167996;62,0;162,0;225,0;274,0;12,62295081967213;5,0;64,31005749970332;0,6443063650789959;20,0;58,0;88,0;163,0;59,61592505854801;25,0
DeRycke;DT;combo;binary;diff expression;2000;106,0;463,0;86,62283615621969;0,8521525581866012;62,0;175,0;234,0;278,0;18,120950323974082;5,0;67,31309504889789;0,6969994940986066;15,0;35,0;67,0;121,0;70,10799136069114;29,0
DeRycke;DT;combo;binary;no expression;100;29,0;36,0;66,93121693121694;0,6812957157784743;17,0;31,0;34,0;36,0;2,2222222222222223;2,0;70,5246913580247;0,6149425287356323;15,0;34,0;35,0;35,0;2,111111111111111;2,0
DeRycke;DT;combo;binary;no expression;500;76,0;116,0;85,26733254994126;0,8147338486677964;50,0;82,0;96,0;110,0;3,6293103448275863;2,0;68,29946513229872;0,6031484984017519;24,0;58,0;75,0;89,0;6,810344827586207;3,5
DeRycke;DT;combo;binary;no expression;1000;95,0;157,0;85,74749057925101;0,8389934022878962;63,0;101,0;109,0;136,0;5,076433121019108;2,0;68,97522259645847;0,6227007966007367;14,0;51,0;77,0;105,0;10,898089171974522;6,0
DeRycke;DT;combo;binary;no expression;2000;106,0;175,0;86,70183912316553;0,8435532321130789;62,0;106,0;113,0;137,0;7,28;2,0;74,05164406464797;0,6866218249401782;7,0;34,0;53,0;109,0;13,06857142857143;8,0
DeRycke;DT;combo;normal;diff expression;100;29,0;97,0;64,64429788051483;0,7402504105090311;19,0;46,0;54,0;70,0;8,8659793814433;4,0;67,66024204392649;0,7245484400656814;20,0;51,0;61,0;66,0;8,43298969072165;3,0
DeRycke;DT;combo;normal;diff expression;500;76,0;312,0;83,9118434010845;0,8638463480607672;55,0;144,0;188,0;224,0;12,310897435897436;4,0;65,66389610697802;0,6000108230069574;19,0;58,0;90,0;159,0;27,137820512820515;10,0
DeRycke;DT;combo;normal;diff expression;1000;95,0;427,0;85,90760085196558;0,8584802503368382;61,0;162,0;227,0;274,0;12,843091334894613;5,0;62,64088224685519;0,6454180185179113;15,0;47,0;82,0;156,0;63,63700234192037;21,0
DeRycke;DT;combo;normal;diff expression;2000;106,0;463,0;86,78057866347773;0,8493267229648662;64,0;172,0;236,0;280,0;17,93304535637149;5,0;67,84799314969156;0,7092905045910906;11,0;29,0;62,0;135,0;70,00215982721382;29,0
DeRycke;DT;combo;normal;no expression;100;29,0;36,0;70,03968253968253;0,7564263322884012;19,0;30,0;35,0;36,0;2,0833333333333335;1,0;74,77954144620811;0,7200626959247649;21,0;31,0;35,0;36,0;2,0;1,0
DeRycke;DT;combo;normal;no expression;500;76,0;116,0;84,50048624336482;0,8321357479115924;51,0;78,0;91,0;110,0;3,689655172413793;2,0;67,72053162607885;0,5575005470797919;24,0;51,0;69,0;92,0;6,853448275862069;4,0
DeRycke;DT;combo;normal;no expression;1000;95,0;157,0;87,31750425184246;0,8466490988174314;59,0;100,0;114,0;143,0;4,420382165605096;2,0;68,39747223796978;0,5934589787659912;19,0;47,0;69,0;104,0;11,038216560509554;6,0
DeRycke;DT;combo;normal;no expression;2000;106,0;175,0;86,88448820360394;0,8424511226424851;63,0;102,0;109,0;137,0;7,017142857142857;2,0;73,52487460523871;0,7125554303060312;14,0;49,0;67,0;101,0;13,82857142857143;9,0
DeRycke;KNN;combo;binary;diff expression;100;29,0;97,0;70,14471409361592;0,7268062397372742;19,0;53,0;66,0;73,0;8,65979381443299;3,0;65,87052570916309;0,6609195402298851;15,0;41,0;57,0;75,0;7,030927835051546;4,0
DeRycke;KNN;combo;binary;diff expression;500;76,0;312,0;83,79585958542461;0,823736634834682;50,0;140,0;186,0;224,0;12,21474358974359;4,0;60,64611291068949;0,5685383773934999;12,0;34,0;70,0;135,0;31,55128205128205;13,5
DeRycke;KNN;combo;binary;diff expression;1000;95,0;427,0;85,4897793679301;0,8072346596916898;58,0;159,0;223,0;270,0;13,142857142857142;5,0;61,2933047718797;0,59577602463149;8,0;28,0;58,0;121,0;63,459016393442624;25,0
DeRycke;KNN;combo;binary;diff expression;2000;106,0;463,0;86,29841699515667;0,836175695509028;65,0;171,0;229,0;276,0;18,47732181425486;6,0;66,48107958359712;0,6715194673253864;5,0;20,0;47,0;101,0;70,69114470842332;35,0
DeRycke;KNN;combo;binary;no expression;100;29,0;36,0;70,34832451499118;0,6593521421107628;16,0;31,0;34,0;35,0;2,1944444444444446;2,0;75,41887125220458;0,6705329153605015;18,0;33,0;35,0;35,0;2,0;1,5
DeRycke;KNN;combo;binary;no expression;500;76,0;116,0;80,02046274160217;0,7776072716395298;39,0;71,0;88,0;106,0;4,474137931034483;2,5;68,12472142307224;0,5459874177656602;18,0;58,0;74,0;91,0;7,043103448275862;3,5
DeRycke;KNN;combo;binary;no expression;1000;95,0;157,0;80,76683229399406;0,7914257281253133;45,0;72,0;102,0;125,0;6,24203821656051;4,0;66,24987494580985;0,6018971052353652;22,0;51,0;69,0;99,0;12,114649681528663;7,0
DeRycke;KNN;combo;binary;no expression;2000;106,0;175,0;82,40148616013376;0,8067922571849999;42,0;80,0;101,0;121,0;9,182857142857143;4,0;70,52320267508824;0,6776504491858322;13,0;38,0;56,0;91,0;15,234285714285715;10,0
DeRycke;KNN;combo;normal;diff expression;100;29,0;97,0;65,40628801946598;0,6788793103448276;18,0;48,0;60,0;67,0;8,608247422680412;4,0;62,50880450790805;0,7045361247947455;19,0;48,0;56,0;61,0;9,75257731958763;4,0
DeRycke;KNN;combo;normal;diff expression;500;76,0;312,0;83,49640776468632;0,8318805996636787;52,0;139,0;182,0;222,0;12,544871794871796;4,0;62,00721710034528;0,5658082337821894;23,0;70,0;95,0;145,0;31,208333333333332;12,0
DeRycke;KNN;combo;normal;diff expression;1000;95,0;427,0;85,49503262412811;0,820754294690641;57,0;154,0;220,0;274,0;13,126463700234192;5,0;60,721051626844336;0,5973195714545518;17,0;55,0;85,0;142,0;66,30444964871194;30,0
DeRycke;KNN;combo;normal;diff expression;2000;106,0;463,0;86,30489777946835;0,8403294782570909;62,0;172,0;232,0;274,0;18,466522678185743;5,0;62,56665329258582;0,6728736716184017;6,0;18,0;40,0;94,0;82,92872570194385;39,0
DeRycke;KNN;combo;normal;no expression;100;29,0;36,0;69,17989417989419;0,6128526645768025;17,0;31,0;35,0;36,0;2,0833333333333335;2,0;79,32098765432099;0,7497387669801463;20,0;34,0;36,0;36,0;1,6944444444444444;1,0
DeRycke;KNN;combo;normal;no expression;500;76,0;116,0;80,00881316098706;0,7958621000514218;35,0;68,0;87,0;110,0;4,336206896551724;3,0;65,55624214919568;0,5431158560377688;15,0;49,0;70,0;88,0;7,370689655172414;4,0
DeRycke;KNN;combo;normal;no expression;1000;95,0;157,0;80,94307533264414;0,7994336814140454;40,0;78,0;98,0;128,0;6,2165605095541405;4,0;65,48937873078333;0,5848110427199172;9,0;41,0;64,0;96,0;11,859872611464969;7,0
DeRycke;KNN;combo;normal;no expression;2000;106,0;175,0;83,26383057774474;0,8214907192954986;41,0;90,0;102,0;123,0;8,657142857142857;3,0;69,557644436188;0,6698765995193675;10,0;32,0;52,0;92,0;15,805714285714286;10,0
DeRycke;RF;combo;binary;diff expression;100;29,0;97,0;64,9932765575975;0,7279967159277504;20,0;50,0;58,0;63,0;9,041237113402062;3,0;52,88147531536147;0,5076559934318555;14,0;33,0;43,0;63,0;11,082474226804123;7,0
DeRycke;RF;combo;binary;diff expression;500;76,0;312,0;79,09495544560329;0,7330600350663653;43,0;118,0;162,0;203,0;14,830128205128204;5,0;54,49496612442009;0,4586009301142803;7,0;31,0;67,0;137,0;48,118589743589745;13,5
DeRycke;RF;combo;binary;diff expression;1000;95,0;427,0;81,60117372752767;0,7353700460547802;45,0;125,0;172,0;246,0;21,063231850117095;8,0;53,08014358274886;0,3999503387319574;9,0;21,0;41,0;95,0;93,16627634660422;31,0
DeRycke;RF;combo;binary;diff expression;2000;106,0;463,0;80,72878536423961;0,7542590931381431;49,0;133,0;175,0;218,0;38,00431965442765;12,0;52,04270630605281;0,43553386592399396;5,0;17,0;31,0;53,0;144,61987041036718;53,0
DeRycke;RF;combo;binary;no expression;100;29,0;36,0;75,61728395061729;0,7788923719958202;21,0;32,0;35,0;35,0;2,0;1,0;65,4320987654321;0,5264367816091954;14,0;32,0;35,0;36,0;2,2222222222222223;2,0
DeRycke;RF;combo;binary;no expression;500;76,0;116,0;78,65898132015074;0,7343685205462842;44,0;74,0;85,0;100,0;5,0344827586206895;2,0;61,30110620365493;0,4142708861616268;11,0;45,0;59,0;86,0;8,25;5,0
DeRycke;RF;combo;binary;no expression;1000;95,0;157,0;78,9170307133091;0,7327854553167166;45,0;85,0;100,0;122,0;7,611464968152866;3,0;60,18508020142062;0,43127031049468717;3,0;22,0;45,0;99,0;14,713375796178344;8,0
DeRycke;RF;combo;binary;no expression;2000;106,0;175,0;79,11209362808843;0,756808310365509;50,0;76,0;89,0;123,0;11,811428571428571;5,0;58,28504551365409;0,46353228435754856;2,0;14,0;28,0;58,0;24,33142857142857;16,0
DeRycke;RF;combo;normal;diff expression;100;29,0;97,0;69,57482230902221;0,769683908045977;20,0;55,0;63,0;69,0;8,195876288659793;3,0;53,435358903758726;0,5410509031198686;14,0;35,0;43,0;63,0;11,587628865979381;7,0
DeRycke;RF;combo;normal;diff expression;500;76,0;312,0;80,87587062020195;0,7782200886188481;43,0;120,0;158,0;207,0;12,35576923076923;5,0;57,53034563770335;0,5503589566918693;10,0;37,0;76,0;142,0;46,45192307692308;12,0
DeRycke;RF;combo;normal;diff expression;1000;95,0;427,0;81,46283016363424;0,7424959074005045;48,0;132,0;174,0;235,0;19,18032786885246;9,0;52,67622915641616;0,4568106479278754;11,0;30,0;47,0;95,0;107,98360655737704;26,0
DeRycke;RF;combo;normal;diff expression;2000;106,0;463,0;80,04815103332143;0,7402591377365002;51,0;128,0;165,0;206,0;36,11663066954644;14,0;53,982458242906304;0,5022348596831342;13,0;37,0;58,0;76,0;150,6328293736501;47,0
DeRycke;RF;combo;normal;no expression;100;29,0;36,0;68,38624338624338;0,6843260188087773;17,0;31,0;35,0;35,0;2,1944444444444446;2,0;59,43562610229277;0,4675026123301985;11,0;31,0;35,0;36,0;2,361111111111111;2,0
DeRycke;RF;combo;normal;no expression;500;76,0;116,0;82,05761983872928;0,7776717692952424;42,0;77,0;90,0;108,0;4,077586206896552;2,0;64,04078366222294;0,49195378692547614;9,0;44,0;67,0;92,0;7,568965517241379;5,0
DeRycke;RF;combo;normal;no expression;1000;95,0;157,0;81,54016740587588;0,761469271227779;54,0;83,0;106,0;128,0;6,554140127388535;3,0;59,78073831993864;0,43022286584920433;6,0;33,0;46,0;95,0;15,624203821656051;8,0
DeRycke;RF;combo;normal;no expression;2000;106,0;175,0;80,4326212149359;0,754953816087531;49,0;76,0;95,0;125,0;10,605714285714285;5,0;57,09767787479101;0,42319813984719523;1,0;13,0;32,0;54,0;26,114285714285714;17,0
Teslovich;LR;combo;binary;no expression;100;22,0;22,0;73,81275440976933;0,64000999000999;9,0;20,0;22,0;22,0;2,0;2,0;76,52645861601086;0,6642857142857143;11,0;20,0;22,0;22,0;1,9090909090909092;1,5
Teslovich;LR;combo;binary;no expression;500;60,0;63,0;65,62500000000001;0,4972143835884428;14,0;22,0;37,0;57,0;6,0;4,0;69,26383801383803;0,5972124976952174;14,0;31,0;40,0;56,0;5,5396825396825395;4,0
Teslovich;LR;combo;binary;no expression;1000;76,0;79,0;63,79270015204267;0,5097659101172546;9,0;21,0;31,0;54,0;10,49367088607595;7,0;74,70738531573598;0,6656422983200628;13,0;31,0;45,0;68,0;6,987341772151899;5,0
Teslovich;LR;combo;binary;no expression;2000;89,0;92,0;64,9575229317275;0,5387091775177327;7,0;15,0;24,0;43,0;17,054347826086957;11,0;79,48677836835054;0,7281262455709673;14,0;33,0;47,0;72,0;9,5;5,0
Teslovich;LR;combo;normal;no expression;100;22,0;22,0;74,76255088195387;0,5772727272727273;12,0;19,0;21,0;21,0;2,272727272727273;1,0;80,86838534599728;0,7113636363636364;13,0;20,0;22,0;22,0;1,7272727272727273;1,0
Teslovich;LR;combo;normal;no expression;500;60,0;63,0;64,68889906389907;0,5022667523620392;12,0;21,0;38,0;56,0;6,158730158730159;4,0;69,57290394790395;0,6192366962635337;14,0;30,0;41,0;57,0;5,476190476190476;4,0
Teslovich;LR;combo;normal;no expression;1000;76,0;79,0;65,88081293352406;0,5237084475795288;11,0;23,0;33,0;56,0;9,835443037974683;6,0;75,20759673603052;0,6753988383397607;15,0;32,0;46,0;68,0;6,886075949367089;5,0
Teslovich;LR;combo;normal;no expression;2000;89,0;92,0;64,89218775305878;0,5379946933662503;7,0;15,0;24,0;43,0;17,07608695652174;11,0;79,56297206967123;0,7306683227666728;15,0;33,0;48,0;72,0;9,467391304347826;5,0
Teslovich;SVM;combo;binary;no expression;100;22,0;22,0;84,59972862957937;0,7159090909090909;12,0;21,0;22,0;22,0;1,5454545454545454;1,0;85,8887381275441;0,7386363636363636;14,0;22,0;22,0;22,0;1,5;1,0
Teslovich;SVM;combo;binary;no expression;500;60,0;63,0;68,57829670329669;0,5892850079328655;15,0;30,0;42,0;55,0;5,761904761904762;4,0;64,9013024013024;0,5356034239640722;11,0;25,0;39,0;56,0;6,111111111111111;5,0
Teslovich;SVM;combo;binary;no expression;1000;76,0;79,0;69,04986819968872;0,5793287366600948;17,0;27,0;38,0;55,0;8,49367088607595;6,0;62,311408598958195;0,46323609645520303;4,0;13,0;26,0;50,0;10,050632911392405;7,0
Teslovich;SVM;combo;binary;no expression;2000;89,0;92,0;73,32005771580855;0,6422658022766619;19,0;31,0;42,0;54,0;12,695652173913043;6,5;63,611802293908916;0,4941534405304002;1,0;10,0;19,0;42,0;16,608695652173914;11,0
Teslovich;SVM;combo;normal;no expression;100;22,0;22,0;87,58480325644506;0,7386363636363636;15,0;21,0;22,0;22,0;1,4545454545454546;1,0;86,7706919945726;0,7386363636363636;16,0;21,0;22,0;22,0;1,5;1,0
Teslovich;SVM;combo;normal;no expression;500;60,0;63,0;65,27777777777779;0,5162043438845852;15,0;29,0;38,0;48,0;6,396825396825397;4,0;62,0497557997558;0,4563074640025183;13,0;28,0;35,0;48,0;7,142857142857143;4,0
Teslovich;SVM;combo;normal;no expression;1000;76,0;79,0;70,54330517394942;0,6284568913555324;24,0;40,0;48,0;54,0;9,455696202531646;3,0;68,03909925957915;0,5738581280892592;16,0;33,0;44,0;55,0;10,08860759493671;4,0
Teslovich;SVM;combo;normal;no expression;2000;89,0;92,0;72,0801616631576;0,6400641261262231;24,0;40,0;48,0;60,0;14,66304347826087;5,0;67,17100516792061;0,5316496079632239;7,0;29,0;40,0;48,0;16,891304347826086;10,0
Teslovich;DT;combo;binary;no expression;100;22,0;22,0;76,52645861601086;0,6428321678321679;9,0;20,0;22,0;22,0;1,9090909090909092;2,0;85,21031207598372;0,75;15,0;20,0;22,0;22,0;1,5909090909090908;1,0
Teslovich;DT;combo;binary;no expression;500;60,0;63,0;69,4571632071632;0,5724195035209824;18,0;26,0;42,0;55,0;5,587301587301587;4,0;71,66514041514043;0,6726234564431495;16,0;33,0;42,0;58,0;5,142857142857143;3,0
Teslovich;DT;combo;binary;no expression;1000;76,0;79,0;71,76144593488254;0,6074601989750211;17,0;30,0;40,0;63,0;8,291139240506329;5,0;72,5531474634063;0,6465068539079146;14,0;26,0;40,0;65,0;7,569620253164557;5,0
Teslovich;DT;combo;binary;no expression;2000;89,0;92,0;75,68224649950676;0,6884442348737844;22,0;35,0;43,0;61,0;12,380434782608695;6,0;77,0772905961513;0,7061590188142162;6,0;27,0;39,0;66,0;10,41304347826087;7,0
Teslovich;DT;combo;normal;no expression;100;22,0;22,0;78,52781546811399;0,6896853146853147;13,0;19,0;20,0;21,0;2,227272727272727;1,0;79,03663500678427;0,6795454545454546;13,0;19,0;22,0;22,0;1,8636363636363635;1,0
Teslovich;DT;combo;normal;no expression;500;60,0;63,0;67,71723646723646;0,5604962719120629;16,0;27,0;40,0;55,0;5,857142857142857;4,0;70,31059218559218;0,652772042198598;14,0;31,0;38,0;58,0;4,777777777777778;4,0
Teslovich;DT;combo;normal;no expression;1000;76,0;79,0;74,15139492411362;0,6330041453497127;19,0;34,0;42,0;64,0;7,417721518987341;5,0;74,78925445107195;0,67956663660054;17,0;31,0;44,0;67,0;7,050632911392405;5,0
Teslovich;DT;combo;normal;no expression;2000;89,0;92,0;77,33918343909659;0,6987838927596226;22,0;35,0;45,0;62,0;11,358695652173912;6,0;78,0944949130582;0,7081053916693978;7,0;28,0;45,0;65,0;9,815217391304348;6,0
Teslovich;KNN;combo;binary;no expression;100;22,0;22,0;81,0719131614654;0,7142857142857143;13,0;21,0;22,0;22,0;1,7272727272727273;1,0;82,15739484396202;0,7435064935064936;13,0;21,0;22,0;22,0;1,6818181818181819;1,0
Teslovich;KNN;combo;binary;no expression;500;60,0;63,0;72,01236263736264;0,6405208532482275;17,0;30,0;45,0;56,0;5,2063492063492065;4,0;71,11187423687426;0,6404219324445466;17,0;33,0;42,0;56,0;5,349206349206349;3,0
Teslovich;KNN;combo;binary;no expression;1000;76,0;79,0;71,2558365496208;0,6040009111718955;14,0;30,0;41,0;63,0;8,367088607594937;5,0;74,4334385936502;0,6614330216293768;12,0;30,0;45,0;64,0;6,7974683544303796;5,0
Teslovich;KNN;combo;binary;no expression;2000;89,0;92,0;73,77703588097587;0,6692605697330207;15,0;27,0;41,0;58,0;13,108695652173912;6,5;74,53694842385784;0,6701185762690034;8,0;21,0;41,0;57,0;11,467391304347826;7,0
Teslovich;KNN;combo;normal;no expression;100;22,0;22,0;75,30529172320217;0,6532467532467532;12,0;18,0;22,0;22,0;2,0454545454545454;1,0;74,35549525101763;0,6554195804195805;11,0;20,0;22,0;22,0;2,0;1,5
Teslovich;KNN;combo;normal;no expression;500;60,0;63,0;71,02029914529913;0,609335124100478;13,0;34,0;45,0;56,0;5,253968253968254;3,0;69,68610093610094;0,6259538071073272;13,0;32,0;43,0;54,0;5,634920634920635;3,0
Teslovich;KNN;combo;normal;no expression;1000;76,0;79,0;74,03803765980224;0,6505084395036494;14,0;32,0;46,0;64,0;7,2025316455696204;4,0;77,22688546418;0,6998421069933957;19,0;35,0;47,0;66,0;5,8734177215189876;5,0
Teslovich;KNN;combo;normal;no expression;2000;89,0;92,0;74,80749127637331;0,6849018237957658;18,0;32,0;43,0;61,0;12,782608695652174;6,5;77,6003401110146;0,7135301349996459;10,0;30,0;44,0;67,0;10,097826086956522;7,0
Teslovich;RF;combo;binary;no expression;100;22,0;22,0;85,14246947082768;0,7963286713286714;14,0;21,0;22,0;22,0;1,5454545454545454;1,0;80,80054274084125;0,7132867132867133;12,0;21,0;22,0;22,0;1,7272727272727273;1,0
Teslovich;RF;combo;binary;no expression;500;60,0;63,0;76,66488603988604;0,7151848048827975;16,0;37,0;49,0;60,0;4,238095238095238;3,0;74,19998982498983;0,6702975956189057;15,0;34,0;48,0;61,0;4,571428571428571;3,0
Teslovich;RF;combo;binary;no expression;1000;76,0;79,0;76,14774230115246;0,70878684655759;20,0;34,0;46,0;66,0;6,822784810126582;4,0;71,90944014106682;0,630301720792031;12,0;23,0;44,0;65,0;7,772151898734177;5,0
Teslovich;RF;combo;binary;no expression;2000;89,0;92,0;76,25811628557545;0,7179938843399618;20,0;30,0;42,0;61,0;11,228260869565217;7,0;72,1318776778221;0,65276866166215;9,0;21,0;28,0;58,0;13,173913043478262;8,0
Teslovich;RF;combo;normal;no expression;100;22,0;22,0;92,13025780189959;0,8409090909090909;17,0;22,0;22,0;22,0;1,2727272727272727;1,0;87,24559023066486;0,75;15,0;22,0;22,0;22,0;1,4545454545454546;1,0
Teslovich;RF;combo;normal;no expression;500;60,0;63,0;75,91575091575092;0,6833864067450739;14,0;39,0;49,0;61,0;4,380952380952381;3,0;73,60220797720798;0,6495475573276642;12,0;34,0;43,0;61,0;4,634920634920635;3,0
Teslovich;RF;combo;normal;no expression;1000;76,0;79,0;77,84765143540886;0,7171387679747268;18,0;37,0;52,0;67,0;6,481012658227848;4,0;73,44965947837665;0,6499920040692359;10,0;31,0;43,0;63,0;7,3164556962025316;5,0
Teslovich;RF;combo;normal;no expression;2000;89,0;92,0;79,48659432559371;0,7473141350651856;22,0;37,0;47,0;67,0;9,728260869565217;5,0;73,02209249252786;0,6594186239564828;10,0;24,0;30,0;56,0;12,467391304347826;8,0
